code,name,url
Kjeve- og slimhinnelidingar fjerde studiår,OD3KOS-K4,https://www.uib.no/emne/OD3KOS-K4
Kjeve- og slimhinnelidingar høst femte studiår,OD3KOS-H5,https://www.uib.no/emne/OD3KOS-H5
Kjeveortopedi,OD3KJE,https://www.uib.no/emne/OD3KJE
Karologi + godkjent  klinikk fjerde studieår,OD3KAR-K4,https://www.uib.no/emne/OD3KAR-K4
Kariologi + godkjent  klinikk tredje studieår,OD3KAR-K3,https://www.uib.no/emne/OD3KAR-K3
Endodonti + godkjent klinikk,OD3END-K4,https://www.uib.no/emne/OD3END-K4
Endodonti; propedeutikk,OD3END-K3,https://www.uib.no/emne/OD3END-K3
Allmennodontologi,OD3ALM,https://www.uib.no/emne/OD3ALM
Odontologisk røntgendiagnostikk,OD2RØN,https://www.uib.no/emne/OD2R%C3%98N
Generell patologi og immunologi,OD2PATI,https://www.uib.no/emne/OD2PATI
Mikrobiologi,OD2MIKR,https://www.uib.no/emne/OD2MIKR
Klinisk innføringskurs,OD2KLIFØR,https://www.uib.no/emne/OD2KLIF%C3%98R
Ferdighetskurs del 2: Protetikk,OD2FERD2,https://www.uib.no/emne/OD2FERD2
Ferdighetskurs del 1: Kariologi,OD2FERD1,https://www.uib.no/emne/OD2FERD1
Farmakologi,OD2FAR,https://www.uib.no/emne/OD2FAR
Biomaterialer,OD2BIM,https://www.uib.no/emne/OD2BIM
Oral biologi del 2,OD1ORBI2,https://www.uib.no/emne/OD1ORBI2
Oral biologi del 1,OD1ORBI1,https://www.uib.no/emne/OD1ORBI1
Introduksjonskurs i odontologiske fag,OD1INTRO,https://www.uib.no/emne/OD1INTRO
Anatomi,OD1ANA,https://www.uib.no/emne/OD1ANA
Innføring i klinisk ernæring,NUTR-INF,https://www.uib.no/emne/NUTR-INF
Menneskets fysiologi,NUTRFYS,https://www.uib.no/emne/NUTRFYS
Menneskets anatomi,NUTRANA,https://www.uib.no/emne/NUTRANA
Human ernæring A,NUTR333A,https://www.uib.no/emne/NUTR333A
Human ernæring - Fordøyelse,NUTR302A,https://www.uib.no/emne/NUTR302A
Bacheloroppgåve,NUTR290,https://www.uib.no/emne/NUTR290
Innføring i ernæringsbehandling,NUTR246,https://www.uib.no/emne/NUTR246
Livsstil og livsløp,NUTR245,https://www.uib.no/emne/NUTR245
Metodar i ernæringsforsking,NUTR230,https://www.uib.no/emne/NUTR230
Ernæringens politikk og forvaltning,NUTR220,https://www.uib.no/emne/NUTR220
Ernæringsfysiologi - mikronæringsstoffer,NUTR204,https://www.uib.no/emne/NUTR204
Ernæringsfysiologi - makronæringsstoffer,NUTR203,https://www.uib.no/emne/NUTR203
Matvarekunnskap,NUTR150,https://www.uib.no/emne/NUTR150
Ernæringsbiokjemi,NUTR115,https://www.uib.no/emne/NUTR115
Seminar i ernæring 1,NUTR110,https://www.uib.no/emne/NUTR110
Innføring i klinisk ernæring,NUTR100,https://www.uib.no/emne/NUTR100
Masteroppgåve i human ernæring,NUHUM395,https://www.uib.no/emne/NUHUM395
Masteroppgåve for klinisk ernæring,NUCLI395,https://www.uib.no/emne/NUCLI395
Genetic disorders in nutrient metabolism,NUCLI362,https://www.uib.no/emne/NUCLI362
Pasientkommunikasjon,NUCLI355,https://www.uib.no/emne/NUCLI355
Klinisk ernæring del 3,NUCLI353,https://www.uib.no/emne/NUCLI353
Klinisk ernæring del 2,NUCLI352,https://www.uib.no/emne/NUCLI352
Klinisk ernæring del 1,NUCLI351,https://www.uib.no/emne/NUCLI351
Moderne norsk,NOSPAN101,https://www.uib.no/emne/NOSPAN101
Nordisk: Språkleg særemne,NOSP320,https://www.uib.no/emne/NOSP320
Nordisk: Språkleg masteremne D,NOSP316,https://www.uib.no/emne/NOSP316
Nordisk: Språkleg masteremne C,NOSP315,https://www.uib.no/emne/NOSP315
Nordisk: Språkleg masteremne B,NOSP313,https://www.uib.no/emne/NOSP313
Nordisk: Språkleg masteremne A,NOSP312,https://www.uib.no/emne/NOSP312
Nordisk: Språkleg fordjupingsemne B med BA-oppgåve,NOSP257,https://www.uib.no/emne/NOSP257
Nordisk: Språkleg fordjupingsemne med BA-oppgåve,NOSP256-L,https://www.uib.no/emne/NOSP256-L
Nordisk: Språkleg fordjupingsemne A med BA-oppgåve,NOSP256,https://www.uib.no/emne/NOSP256
Nordisk: Språkleg fordjupingsemne A,NOSP216,https://www.uib.no/emne/NOSP216
Nordisk: Den nordiske språkgreina,NOSP106,https://www.uib.no/emne/NOSP106
Nordisk: Språkhistorie og talemål,NOSP105,https://www.uib.no/emne/NOSP105
Nordisk: Språkhistorie og talemål (Fjernord),NOSP103-F,https://www.uib.no/emne/NOSP103-F
Nordisk: Moderne språk (Fjernord),NOSP102-F,https://www.uib.no/emne/NOSP102-F
Nynorsk for utanlandske studentar,NOR-UNN,https://www.uib.no/emne/NOR-UNN
"Nettbasert kurs i norsk (bokmål) som andrespråk, trinn 3",NOR-U603,https://www.uib.no/emne/NOR-U603
"Kurs i norsk språk og kultur for framandspråklege studentar, trinn 4",NOR-U4,https://www.uib.no/emne/NOR-U4
"Kurs i norsk språk og kultur for framandspråklege studentar, nynorsk, trinn 3",NOR-U3NN,https://www.uib.no/emne/NOR-U3NN
"Kurs i norsk språk og kultur for framandspråklege studentar, trinn 3",NOR-U3,https://www.uib.no/emne/NOR-U3
"Kurs i norsk språk og kultur for framandspråklege studentar,  trinn 2+3",NOR-U2/3,https://www.uib.no/emne/NOR-U2/3
"Kurs i norsk språk og kultur for framandspråklege studentar,  trinn 2",NOR-U2,https://www.uib.no/emne/NOR-U2
Intensive Norwegian Language Course,NOR-U1-INT,https://www.uib.no/emne/NOR-U1-INT
"Kurs i norsk språk og kultur for framanddspråklege studentar, trinn 1",NOR-U1,https://www.uib.no/emne/NOR-U1
"Sommarkurs i norsk språk og kultur, trinn 4",NORSKU-04,https://www.uib.no/emne/NORSKU-04
"Sommarkurs i norsk språk og kultur, trinn 3",NORSKU-03,https://www.uib.no/emne/NORSKU-03
"Sommarkurs i norsk språk og kultur, trinn 2",NORSKU-02,https://www.uib.no/emne/NORSKU-02
"Norsk 2, modul B. Nordisk litteratur 2: Teksthistorie og kulturutvikling",NORSK624,https://www.uib.no/emne/NORSK624
"Norsk 2, modul A. Nordisk språk 2: Språkhistorie og talemål",NORSK623,https://www.uib.no/emne/NORSK623
"Norsk 1, modul B. Nordisk språk 1: Moderne språk",NORSK622,https://www.uib.no/emne/NORSK622
"Norsk 1, modul A. Nordisk litteratur 1: Tekstkunnskap og sjangerforståing",NORSK621,https://www.uib.no/emne/NORSK621
"Fellesemne: Profesjon, refleksjon og erfaringsdeling",NORMAU651,https://www.uib.no/emne/NORMAU651
Erfaringsbasert masteroppgåve i undervisning med fordjupning i norsk,NORMAU650,https://www.uib.no/emne/NORMAU650
Norsk fagdidaktikk for master i undervisning,NORMAU643,https://www.uib.no/emne/NORMAU643
Litteraturteori og metode for erfaringsbasert master i undervisning,NORMAU642,https://www.uib.no/emne/NORMAU642
Språkkunnskap for erfaringsbasert master i undervisning,NORMAU641,https://www.uib.no/emne/NORMAU641
Short Introductory Course in Norwegian Language and Culture,NOR-INTRO,https://www.uib.no/emne/NOR-INTRO
Hjerteavbilding i forskning,NORHEART901,https://www.uib.no/emne/NORHEART901
Nordisk sommarkurs i norsk språk og litteratur,NORDKURS,https://www.uib.no/emne/NORDKURS
Innføring i nordistikk,NORD100,https://www.uib.no/emne/NORD100
Andrespråkslæring og -undervisning med vekt på voksne,NORAN604,https://www.uib.no/emne/NORAN604
Andrespråkslæring og -undervisning med vekt på barn og unge,NORAN603,https://www.uib.no/emne/NORAN603
Norsk språk som andrespråk (fjernstudium),NORAN602,https://www.uib.no/emne/NORAN602
Særemne i norsk som andrespråk,NORAN320,https://www.uib.no/emne/NORAN320
Andrespråkslingvistikk med bacheloroppgåve,NORAN250,https://www.uib.no/emne/NORAN250
Andrespråkslæring- og undervisning for integrert lektorutdanning,NORAN204-L,https://www.uib.no/emne/NORAN204-L
Andrespråkslæring og -undervisning,NORAN124,https://www.uib.no/emne/NORAN124
Testing og vurdering av språkferdigheiter,NORAN109,https://www.uib.no/emne/NORAN109
Fleirspråklegheit i sosiolingvistisk perspektiv,NORAN107,https://www.uib.no/emne/NORAN107
Tekstlingvistikk og pragmatikk i andrespråksperspektiv,NORAN106,https://www.uib.no/emne/NORAN106
Fonologi og grammatikk i andrespråksperspektiv,NORAN105,https://www.uib.no/emne/NORAN105
Andrespråkslæring og -undervising (fjernstudium),NORAN104-F,https://www.uib.no/emne/NORAN104-F
Andrespråkslæring og -undervising,NORAN104,https://www.uib.no/emne/NORAN104
Norsk språk som andrespråk (fjernstudium),NORAN101-F,https://www.uib.no/emne/NORAN101-F
Medisinsk nomenklaturlære,NOM,https://www.uib.no/emne/NOM
Mastergradsoppgåve i nordisk språk og litteratur,NOLISP350,https://www.uib.no/emne/NOLISP350
Nordisk: Prosjektførebuande emne,NOLISP300-L,https://www.uib.no/emne/NOLISP300-L
Nordisk: Prosjektførebuande emne,NOLISP300,https://www.uib.no/emne/NOLISP300
Nordisk: Litterært masteremne B,NOLI322,https://www.uib.no/emne/NOLI322
Nordisk: Litterært masteremne A,NOLI321,https://www.uib.no/emne/NOLI321
Nordisk: Litterært masteremne D,NOLI312,https://www.uib.no/emne/NOLI312
Nordisk: Litterært masteremne C,NOLI311,https://www.uib.no/emne/NOLI311
Nordisk: Litterært særemne,NOLI320,https://www.uib.no/emne/NOLI320
Nordisk: Litterær analyse og teori med bacheloroppgåve,NOLI250-L,https://www.uib.no/emne/NOLI250-L
Nordisk: Litterær analyse og teori,NOLI250,https://www.uib.no/emne/NOLI250
Nordisk: Den eldre litteraturen for integrert lærarutdanning,NOLI103-L,https://www.uib.no/emne/NOLI103-L
Nordisk: Litterær analyse og teori,NOLI216,https://www.uib.no/emne/NOLI216
Nordisk: Den eldre litteraturen,NOLI103,https://www.uib.no/emne/NOLI103
Nordisk: Litteratur etter 1900 (Fjernord),NOLI102-F,https://www.uib.no/emne/NOLI102-F
Norrøn filologi masteroppgåve,NOFI350,https://www.uib.no/emne/NOFI350
Norrøn filologi spesialisert emne II,NOFI302,https://www.uib.no/emne/NOFI302
Norrøn filologi spesialisert emne III,NOFI303,https://www.uib.no/emne/NOFI303
Norrøn filologi spesialisert emne I,NOFI300,https://www.uib.no/emne/NOFI300
Nordisk: Den eldre litteraturen (Fjernord),NOLI103-F,https://www.uib.no/emne/NOLI103-F
Norrøn filologi bacheloroppgåve,NOFI250,https://www.uib.no/emne/NOFI250
Norrøn filologi særemne,NOFI210,https://www.uib.no/emne/NOFI210
Norrøn skriftkultur,NOFI110,https://www.uib.no/emne/NOFI110
Norrøn litteratur i omsetjing,NOFI112,https://www.uib.no/emne/NOFI112
Norrøne tekstar etter handskriftene,NOFI108,https://www.uib.no/emne/NOFI108
Norrøn dikting,NOFI109,https://www.uib.no/emne/NOFI109
Norrøn litteratur og kultur,NOFI107,https://www.uib.no/emne/NOFI107
Norrøn mytologi,NOFI106,https://www.uib.no/emne/NOFI106
Fagdidaktikk i nordisk for integrert lektorutdanning,NODI302,https://www.uib.no/emne/NODI302
Fagdidaktikk i nordisk for integrert lektorutdanning,NODI201,https://www.uib.no/emne/NODI201
Fagdidaktikk i nordisk for integrert lektorutdanning,NODI111,https://www.uib.no/emne/NODI111
Nordisk fagdidaktikk,NODI101,https://www.uib.no/emne/NODI101
Nevroestetikk,NEU201,https://www.uib.no/emne/NEU201
Norrønt språk,NOFI101,https://www.uib.no/emne/NOFI101
Naturfagdidaktikk,NATDID220,https://www.uib.no/emne/NATDID220
Naturfagsdidaktikk - undervisningskvalitet i teori og praksis,NATDID212-P,https://www.uib.no/emne/NATDID212-P
Kvalitet i naturfagsundervisninga,NATDID211,https://www.uib.no/emne/NATDID211
Naturfagdidaktikk,NATDID220-P,https://www.uib.no/emne/NATDID220-P
Læring i naturfaga,NATDID210-P,https://www.uib.no/emne/NATDID210-P
Læring i naturfaga,NATDID210,https://www.uib.no/emne/NATDID210
Naturfag i skolen 4,NAT624,https://www.uib.no/emne/NAT624
Naturfag i skolen 2,NAT622,https://www.uib.no/emne/NAT622
Seminar i nanovitskap,NANO300,https://www.uib.no/emne/NANO300
Naturfag i skulen 3,NAT623,https://www.uib.no/emne/NAT623
Material- og nanokjemi,NANO244,https://www.uib.no/emne/NANO244
Masteroppgåve i nanovitskap,NANO399,https://www.uib.no/emne/NANO399
Innføring i nanoteknologi og -instrumentering,NANO161,https://www.uib.no/emne/NANO161
Nanoetikk,NANO310,https://www.uib.no/emne/NANO310
Bacheloroppgåve i musikkvitskap,MVK250,https://www.uib.no/emne/MVK250
Perspektiv i nanovitskap og -teknologi,NANO100,https://www.uib.no/emne/NANO100
"Music, Gender and Sexuality",MVK210,https://www.uib.no/emne/MVK210
Russian Music: Concert Hall to Dance Club,MVK230,https://www.uib.no/emne/MVK230
Hovudinstrument musikkvitskap,MVK110,https://www.uib.no/emne/MVK110
Innføring i norsk folkemusikk,MVK105,https://www.uib.no/emne/MVK105
Griegstudier,MVK104,https://www.uib.no/emne/MVK104
Å skriva om musikk,MVK102,https://www.uib.no/emne/MVK102
Musikkproduksjon,MVK101,https://www.uib.no/emne/MVK101
Mastereksamen i utøving eller komposisjon,MUV352,https://www.uib.no/emne/MUV352
Masterprosjekt,MUV351,https://www.uib.no/emne/MUV351
Spesialemne II for komponistar,MUV316,https://www.uib.no/emne/MUV316
Spesialemne I for komponistar,MUV315,https://www.uib.no/emne/MUV315
Konsertframføring I,MUV310,https://www.uib.no/emne/MUV310
Prosjektarbeid II,MUV302,https://www.uib.no/emne/MUV302
"Prosjektarbeid I, innføring i arbeidsmetodar",MUV301,https://www.uib.no/emne/MUV301
"Utøvande støttedisiplin, kritisk refleksjon og formidling",MUV297,https://www.uib.no/emne/MUV297
Hovuddisiplin komposisjon 4,MUV295,https://www.uib.no/emne/MUV295
Hovuddisiplin komposisjon 3,MUV294,https://www.uib.no/emne/MUV294
Hovudinstrument jazz 3,MUV292,https://www.uib.no/emne/MUV292
Hovudinstrument jazz 4,MUV293,https://www.uib.no/emne/MUV293
"Utøvande støttedisiplin, profesjonskunnskap",MUV296,https://www.uib.no/emne/MUV296
Hovudinstrument klassisk 4,MUV291,https://www.uib.no/emne/MUV291
Hovudinstrument klassisk 3,MUV290,https://www.uib.no/emne/MUV290
Musikkhistorie fordjupning,MUV282,https://www.uib.no/emne/MUV282
"Nyare komposisjonsteknikkar, for utøvarar",MUV281,https://www.uib.no/emne/MUV281
Popular Music Studies,MUV280,https://www.uib.no/emne/MUV280
Kontrapunkt/Generalbass,MUV277,https://www.uib.no/emne/MUV277
Arrangering/Instrumentasjon,MUV276,https://www.uib.no/emne/MUV276
Korleiing,MUV273,https://www.uib.no/emne/MUV273
"Tidleg musikk, ensemble II",MUV247,https://www.uib.no/emne/MUV247
"Tidleg musikk, ensemble I",MUV246,https://www.uib.no/emne/MUV246
Musikkdramatikk påbygging,MUV245,https://www.uib.no/emne/MUV245
Samtidsmusikk,MUV244,https://www.uib.no/emne/MUV244
Musikkdramatikk,MUV243,https://www.uib.no/emne/MUV243
Barokkmusikkens historie og idégrunnlag,MUV242,https://www.uib.no/emne/MUV242
Musikkformidling,MUV236,https://www.uib.no/emne/MUV236
Hovuddisiplin komposisjon 3,MUV234,https://www.uib.no/emne/MUV234
Hovudinstrument jazz 4,MUV233,https://www.uib.no/emne/MUV233
Hovudinstrument jazz 3,MUV232,https://www.uib.no/emne/MUV232
Hovudinstrument klassisk 4,MUV231,https://www.uib.no/emne/MUV231
Hovudinstrument klassisk 3,MUV230,https://www.uib.no/emne/MUV230
Biinstrument påbygging,MUV229,https://www.uib.no/emne/MUV229
Biinstrument B,MUV228,https://www.uib.no/emne/MUV228
Biinstrument A,MUV227,https://www.uib.no/emne/MUV227
Akkompagnement II,MUV226,https://www.uib.no/emne/MUV226
Akkompagnement I,MUV225,https://www.uib.no/emne/MUV225
Musikkformidling,MUV221,https://www.uib.no/emne/MUV221
Ensemblefordjupning/Kammermusikk II,MUV215,https://www.uib.no/emne/MUV215
Ensemblefordjupning/Kammermusikk I,MUV214,https://www.uib.no/emne/MUV214
Ensembleleiing korps,MUV211,https://www.uib.no/emne/MUV211
Vidareutdanning for musikkterapeutar i eldreomsorg,MUTP661,https://www.uib.no/emne/MUTP661
Masteroppgåve i musikkterapi,MUTP360,https://www.uib.no/emne/MUTP360
Masteroppgåve i musikkterapi,MUTP350,https://www.uib.no/emne/MUTP350
Musikkterapi særemne,MUTP313,https://www.uib.no/emne/MUTP313
Musikkterapeutisk forskingsmetode,MUTP312,https://www.uib.no/emne/MUTP312
Musikkterapi i helsesektoren II,MUTP306,https://www.uib.no/emne/MUTP306
Musikkterapi i psykisk helse- og rusarbeid og eldreomsorg,MUTP304,https://www.uib.no/emne/MUTP304
Musikkterapeutisk profesjonskunnskap,MUTP303,https://www.uib.no/emne/MUTP303
Musikkterapeutisk improvisasjon,MUTP302,https://www.uib.no/emne/MUTP302
Musikkterapi i habilitering og medisinske kontekstar,MUTP301,https://www.uib.no/emne/MUTP301
Musikkterapi i barn og unges oppvekst,MUTP300,https://www.uib.no/emne/MUTP300
Kreativ stemmebruk i musikkterapi,MUTP207,https://www.uib.no/emne/MUTP207
Musikkterapeutisk teoriutvikling,MUTP206,https://www.uib.no/emne/MUTP206
Innføring i musikkterapeutisk praksis,MUTP205,https://www.uib.no/emne/MUTP205
Samfunnsmusikkterapi,MUTP202,https://www.uib.no/emne/MUTP202
Basisinstrument musikkterapi,MUTP200,https://www.uib.no/emne/MUTP200
Musikk og hjerne,MUTP111,https://www.uib.no/emne/MUTP111
Samspel i musikkterapigrupper,MUTP105,https://www.uib.no/emne/MUTP105
Musikkering (Musicking),MUTP104,https://www.uib.no/emne/MUTP104
Musikkterapiteori,MUTP103,https://www.uib.no/emne/MUTP103
Musikkterapeutisk bruksmusikk,MUTP102,https://www.uib.no/emne/MUTP102
Innføring i musikkterapi,MUTP100,https://www.uib.no/emne/MUTP100
Vitskapleg publisering for museumstilsette,MUSE621,https://www.uib.no/emne/MUSE621
Å forske i og på museum,MUSE620,https://www.uib.no/emne/MUSE620
"Praksis for Praktisk-pedagogisk utdanning, musikk (deltid)",MUPRA211,https://www.uib.no/emne/MUPRA211
"Praksis for Praktisk-pedagogisk utdanning, musikk (heiltid)",MUPRA210,https://www.uib.no/emne/MUPRA210
Praksisopplæring 4: Ensemblepraksis,MUPRA204,https://www.uib.no/emne/MUPRA204
Praksisopplæring 3: Videregåande opplæring,MUPRA203,https://www.uib.no/emne/MUPRA203
Praksisopplæring 2: Grunnskolepraksis,MUPRA202,https://www.uib.no/emne/MUPRA202
Praksisopplæring 1: Kulturskulepraksis,MUPRA201,https://www.uib.no/emne/MUPRA201
Pedagogikk 2,MUPED202,https://www.uib.no/emne/MUPED202
Pedagogikk 1,MUPED201,https://www.uib.no/emne/MUPED201
Prosjektarbeid for utvekslingsstudentar,MUINT202,https://www.uib.no/emne/MUINT202
Hovudinstrument for utvekslingsstudentar,MUINT201,https://www.uib.no/emne/MUINT201
"Utøvande støttedisiplin, ensembleleiing",MUG160,https://www.uib.no/emne/MUG160
"Utøvande støttedisiplin, trommer/rytmikk",MUG153,https://www.uib.no/emne/MUG153
"Utøvande støttedisiplin, bruksinstrument, akkordbasert",MUG151,https://www.uib.no/emne/MUG151
"Utøvande støttedisiplin, bruksklaver, notebasert",MUG150,https://www.uib.no/emne/MUG150
"Hovuddisiplin komposisjon 2, variant B",MUG147,https://www.uib.no/emne/MUG147
Hovuddisiplin komposisjon 2,MUG145,https://www.uib.no/emne/MUG145
Hovudinstrument jazz 2,MUG143,https://www.uib.no/emne/MUG143
Hovuddisiplin komposisjon 1,MUG144,https://www.uib.no/emne/MUG144
Hovudinstrument klassisk 2,MUG141,https://www.uib.no/emne/MUG141
Hovudinstrument jazz 1,MUG142,https://www.uib.no/emne/MUG142
"Examen Facultatum, Akademisk skriving for Bachelorprogram i utøvande musikk eller komposisjon",MUG119,https://www.uib.no/emne/MUG119
Hovudinstrument klassisk 1,MUG140,https://www.uib.no/emne/MUG140
Musikkhistorie jazz,MUG118,https://www.uib.no/emne/MUG118
Musikkhistorie klassisk,MUG117,https://www.uib.no/emne/MUG117
Musikkteori fordjuping,MUG112,https://www.uib.no/emne/MUG112
Musikkteori II - jazz,MUG111,https://www.uib.no/emne/MUG111
Musikkteori I - jazz,MUG110,https://www.uib.no/emne/MUG110
Musikkteori I,MUG107,https://www.uib.no/emne/MUG107
Folkemusikkutøving,MUF203,https://www.uib.no/emne/MUF203
Music in World Cultures,MUG105,https://www.uib.no/emne/MUG105
Improvisasjon,MUF202,https://www.uib.no/emne/MUF202
"Musikk, kultur, samfunn",MUF101,https://www.uib.no/emne/MUF101
Musikkdidaktikk 2,MUDI202,https://www.uib.no/emne/MUDI202
Musikkdidaktikk 1,MUDI201,https://www.uib.no/emne/MUDI201
Medisinsk teknologi i praksis,MTEK100,https://www.uib.no/emne/MTEK100
Masteroppgåve i molekylærbiologi,MOL399,https://www.uib.no/emne/MOL399
Biofysikalske metodar for molekylærbiologar,MOL320,https://www.uib.no/emne/MOL320
Strukturell Molekylærbiologi,MOL310,https://www.uib.no/emne/MOL310
Biomolekyl,MOL301,https://www.uib.no/emne/MOL301
Praktisk biokjemi og molekylærbiologi,MOL300,https://www.uib.no/emne/MOL300
Bioetikk,MOL270,https://www.uib.no/emne/MOL270
Prosjektoppgåve i molekylærbiologi,MOL231,https://www.uib.no/emne/MOL231
Eksperimentell molekylærbiologi II,MOL222,https://www.uib.no/emne/MOL222
Eksperimentell molekylærbiologi I,MOL221,https://www.uib.no/emne/MOL221
Anvendt Bioinformatikk II,MOL217,https://www.uib.no/emne/MOL217
Tumorbiologi,MOL215,https://www.uib.no/emne/MOL215
Utviklingsgenetikk,MOL213,https://www.uib.no/emne/MOL213
Lipidbiokjemi: Frå kjemi til sjukdom,MOL210,https://www.uib.no/emne/MOL210
Anvendt bioinformatikk,MOL204,https://www.uib.no/emne/MOL204
Genstruktur og -funksjon,MOL203,https://www.uib.no/emne/MOL203
Molekylær cellebiologi,MOL201,https://www.uib.no/emne/MOL201
"Metabolisme; reaksjonar, regulering og kompartmentalisering",MOL200,https://www.uib.no/emne/MOL200
Innføring i molekylærbiologi,MOL100,https://www.uib.no/emne/MOL100
Avhandling ph.d.,MOFPHD900,https://www.uib.no/emne/MOFPHD900
Nordic Folk Music for Exchange Students,MOBINT301,https://www.uib.no/emne/MOBINT301
Folkemusikkutøving 4,MOB231,https://www.uib.no/emne/MOB231
Folkemusikkutøving 3,MOB230,https://www.uib.no/emne/MOB230
"Stil, sjanger og tradisjon",MOB215,https://www.uib.no/emne/MOB215
Musisering til dans,MOB214,https://www.uib.no/emne/MOB214
Folkemusikkarrangering og samspel 2,MOB213,https://www.uib.no/emne/MOB213
Folkemusikkarrangering og samspel 1,MOB212,https://www.uib.no/emne/MOB212
Hardingfeledekor 2,MOB211,https://www.uib.no/emne/MOB211
Hardingfelebygging 3,MOB210,https://www.uib.no/emne/MOB210
Hardingfeledekor 1,MOB209,https://www.uib.no/emne/MOB209
Hardingfelebygging 2,MOB208,https://www.uib.no/emne/MOB208
Bi-instrument for tradisjonsmusikk,MOB207,https://www.uib.no/emne/MOB207
Musikkformidling for tradisjonsmusikk,MOB206,https://www.uib.no/emne/MOB206
Folkemusikkarrangering og samspel,MOB205,https://www.uib.no/emne/MOB205
"Stil, sjanger og tradisjon",MOB203,https://www.uib.no/emne/MOB203
Folkemusikkutøving 2,MOB121,https://www.uib.no/emne/MOB121
Folkemusikkutøving 1,MOB120,https://www.uib.no/emne/MOB120
Felemakarhistorie,MOB110,https://www.uib.no/emne/MOB110
Hardingfelebygging 1,MOB109,https://www.uib.no/emne/MOB109
Musikkteori folkemusikk 2,MOB108,https://www.uib.no/emne/MOB108
Tradisjonskunnskap 2,MOB107,https://www.uib.no/emne/MOB107
Tradisjonskunnskap 1,MOB105,https://www.uib.no/emne/MOB105
Kollegialt lærarkurs for naturvitskap og matematikk,MNPED660,https://www.uib.no/emne/MNPED660
Vitenskapsteori med etikk,MNF990,https://www.uib.no/emne/MNF990
Realfagdidaktisk forskningsmetode og kritisk lesning av forskningslitteratur,MNF367,https://www.uib.no/emne/MNF367
Grunnkurs i bildebehandling og visualisering,MNF262,https://www.uib.no/emne/MNF262
Vitenskap i vår tid,MNF201,https://www.uib.no/emne/MNF201
Diskrete strukturar,MNF130,https://www.uib.no/emne/MNF130
Masteroppgåve i medie- og interaksjonsdesign,MIX350,https://www.uib.no/emne/MIX350
Forskingsdesign og feltstudiar,MIX302,https://www.uib.no/emne/MIX302
Medieteknologi: teori og utvikling,MIX301,https://www.uib.no/emne/MIX301
Bacheloroppgåve i medie- og interaksjonsdesign,MIX250,https://www.uib.no/emne/MIX250
Design for medieproduksjon,MIX203,https://www.uib.no/emne/MIX203
Design for mediebruk,MIX202,https://www.uib.no/emne/MIX202
Interaksjonsdesign og visuell utforming,MIX104,https://www.uib.no/emne/MIX104
Examen facultatum - Grunnkurs i medie- og interaksjonsdesign,MIX100,https://www.uib.no/emne/MIX100
Examen facultatum - Introduksjon til media og kommunikasjon,MEVIX100,https://www.uib.no/emne/MEVIX100
"Media, Culture and Participation",MEVI903,https://www.uib.no/emne/MEVI903
Arbeidslivspraksis for mediestudentar,MEVI390,https://www.uib.no/emne/MEVI390
Masteroppgåve i medievitskap,MEVI350,https://www.uib.no/emne/MEVI350
Prosjektutvikling,MEVI340,https://www.uib.no/emne/MEVI340
Forskingserfaring og metode,MEVI310-4,https://www.uib.no/emne/MEVI310-4
Forskingserfaring og metode,MEVI310-3,https://www.uib.no/emne/MEVI310-3
Forskningserfaring og metode: Innvandringsdebatten i skandinavisk offentlighet,MEVI310-2,https://www.uib.no/emne/MEVI310-2
Forskingserfaring og metode: Visuelle overvåkingsteknologier i nyhetsmediene,MEVI310-1,https://www.uib.no/emne/MEVI310-1
Politisk og strategisk kommunikasjon,MEVI304,https://www.uib.no/emne/MEVI304
Medieestetikk,MEVI303,https://www.uib.no/emne/MEVI303
Avansert mediebruksanalyse,MEVI302,https://www.uib.no/emne/MEVI302
Bacheloroppgåve i journalistikk,MEVI265,https://www.uib.no/emne/MEVI265
Praksisførebuing,MEVI263,https://www.uib.no/emne/MEVI263
Praksis i medie- eller informasjonsverksemd,MEVI261,https://www.uib.no/emne/MEVI261
Bacheloroppgåve i journalistikk,MEVI260,https://www.uib.no/emne/MEVI260
Manusutvikling og spesialisering,MEVI254,https://www.uib.no/emne/MEVI254
Bacheloroppgåve i film- og tv-produksjon,MEVI250,https://www.uib.no/emne/MEVI250
Media Technology and Society - Bachelor Thesis,MEVI224B,https://www.uib.no/emne/MEVI224B
Medieteknologi og samfunn,MEVI224,https://www.uib.no/emne/MEVI224
Visuelle media- bacheloroppgåve,MEVI223B,https://www.uib.no/emne/MEVI223B
Visuelle media,MEVI223,https://www.uib.no/emne/MEVI223
Mediebruk: Identitet og samfunn - bacheloroppgåve,MEVI222B,https://www.uib.no/emne/MEVI222B
Mediebruk: Identitet og samfunn,MEVI222,https://www.uib.no/emne/MEVI222
Medieinstitusjonar: Marknad og demokrati - bacheloroppgåve,MEVI221B,https://www.uib.no/emne/MEVI221B
Medieinstitusjonar: Marknad og demokrati,MEVI221,https://www.uib.no/emne/MEVI221
Medieretorikk - bacheloroppgåve,MEVI203B,https://www.uib.no/emne/MEVI203B
Medieretorikk,MEVI203,https://www.uib.no/emne/MEVI203
An Introduction to the Norwegian Media System in a Global Context,MEVI111,https://www.uib.no/emne/MEVI111
Retorikk og strategisk kommunikasjon,MEVI104,https://www.uib.no/emne/MEVI104
